2017年,93,CHS公司(CHS),30，347.2,424.2
2017年,94,3M公司(3M),30，109,5，050
2017年,95,时代华纳(Time Warner),29，318,3，926
2017年,96,特许通讯公司(Charter Communications),29，003,3，522
2017年,97,西北互助人寿保险公司(Northwestern Mutual),28，799,818
2017年,98,Facebook公司(Facebook),27，638,10，217
2017年,99,圣保罗旅行者保险公司(Travelers Cos.),27，625,3，014
2017年,100,第一资本金融公司(Capital One Financial),27，519,3，751
2017年,101,二十一世纪福克斯(Twenty-First Century Fox),27，326,2，755
2017年,102,联合服务汽车协会(United Services Automobile Assn.),27，131.1,1，779.1
2017年,103,全球燃料服务公司(World Fuel Services),27，015.8,126.5
2017年,104,菲利普－莫里斯国际公司(Philip Morris International),26，685,6，967
2017年,105,迪尔公司(Deere),26，644,1，523.9
2017年,106,卡夫亨氏公司(Kraft Heinz),26，487,3，632
2017年,107,技术数据公司(Tech Data),26，234.9,195.1
2017年,108,安富利(Avnet),26，219.3,506.5
2017年,109,Mondelēz International公司(Mondelēz International),25，923,1，659
2017年,110,梅西百货(Macy's),25，778,619
2017年,111,艾伯维(AbbVie),25，638,5，953
2017年,112,麦当劳(McDonald's),24，621.9,4，686.5
2017年,113,杜邦公司(DuPont),24，594,2，513
2017年,114,美国诺斯洛普格拉曼公司(Northrop Grumman),24，508,2，200
2017年,115,康菲石油公司(ConocoPhillips),24，360,-3，615
2017年,116,雷神公司(Raytheon),24，069,2，211
2017年,117,Tesoro公司(Tesoro),24，005,734
2017年,118,艾睿电子(Arrow Electronics),23，825.3,522.8
2017年,119,高通公司(Qualcomm),23，554,5，705
2017年,120,前进保险公司(Progressive),23，441.4,1，031
2017年,121,杜克能源公司(Duke Energy),23，369,2，152
2017年,122,Enterprise Products Partners公司(Enterprise Products Partners),23，022.3,2，513.1
2017年,123,安进公司(Amgen),22，991,7，722
2017年,124,US Foods Holding公司(US Foods Holding),22，918.8,209.8
2017年,125,美国合众银行(U.S. Bancorp),22，744,5，888
2017年,126,美国家庭人寿保险公司(Aflac),22，559,2，659
2017年,127,西尔斯控股(Sears Holdings),22，138,-2，221
2017年,128,Dollar General公司(Dollar General),21，986.6,1，251.1
2017年,129,AutoNation(AutoNation),21，609,430.5
2017年,130,Community Health Systems公司(Community Health Systems),21，374,-1，721
2017年,131,星巴克(Starbucks),21，315.9,2，817.7
2017年,132,礼来公司(Eli Lilly),21，222.1,2，737.6
2017年,133,国际纸业(International Paper),21，079,904
2017年,134,Tenet Healthcare公司(Tenet Healthcare),21，070,-192
2017年,135,雅培公司(Abbott Laboratories),20，853,1，400
2017年,136,Dollar Tree公司(Dollar Tree),20，719.2,896.2
2017年,137,惠而浦(Whirlpool),20，718,888
2017年,138,美国西南航空公司(Southwest Airlines),20，425,2，244
2017年,139,艾默生电气公司(Emerson Electric),20，268,1，635
2017年,140,史泰博(Staples),20，217,-1，497
2017年,141,Plains GP Holdings公司(Plains GP Holdings),20，182,94
2017年,142,潘世奇汽车集团(Penske Automotive Group),20，143.3,342.9
2017年,143,联合太平洋(Union Pacific),19，941,4，233
2017年,144,Danaher公司(Danaher),19，912.2,2，553.7
2017年,145,Southern公司(Southern),19，896,2，448
2017年,146,万宝盛华公司(ManpowerGroup),19，654.1,443.7
2017年,147,百时美施贵宝公司(Bristol-Myers Squibb),19，427,4，457
2017年,148,高特利集团(Altria Group),19，337,14，239
2017年,149,福陆公司(Fluor),19，036.5,281.4
2017年,150,科尔百货(Kohl's),18，686,556
2017年,151,利尔公司(Lear),18，557.6,975.1
2017年,152,捷普(Jabil Circuit),18，353.1,254.1
2017年,153,美国哈特福德金融服务公司(Hartford Financial Services Group),18，300,896
2017年,154,Thermo Fisher Scientific(Thermo Fisher Scientific),18，274.1,2，021.8
2017年,155,金佰利公司(Kimberly-Clark),18，202,2，166
2017年,156,Molina Healthcare公司(Molina Healthcare),17，782,52
2017年,157,太平洋燃气电力公司(PG&E Corp.),17，666,1，393
2017年,158,美国超价商店公司(Supervalu),17，529,178
2017年,159,康明斯(Cummins),17，509,1，394
2017年,160,CenturyLink公司(CenturyLink),17，470,626
2017年,161,AECOM公司(AECOM),17，410.8,96.1
2017年,162,施乐公司(Xerox),17，126,-477
2017年,163,万豪国际(Marriott International),17，072,780
2017年,164,帕卡公司(Paccar),17，033.3,521.7
2017年,165,通用磨坊食品公司(General Mills),16，563.1,1，697.4
2017年,166,PNC金融服务集团(PNC Financial Services Group),16，423,3，903
2017年,167,美国电力(American Electric Power),16，380.1,610.9
2017年,168,Icahn Enterprises(Icahn Enterprises),16，348,-1，128
2017年,169,纽克公司(Nucor),16，208.1,796.3
2017年,170,NextEra Energy公司(NextEra Energy),16，155,2，912
2017年,171,Performance Food Group公司(Performance Food Group),16，104.8,68.3
2017年,172,PBF Energy公司(PBF Energy),15，920.4,170.8
2017年,173,哈里伯顿公司(Halliburton),15，887,-5，763
2017年,174,CarMax公司(CarMax),15，832.6,623.4
2017年,175,Freeport-McMoRan公司(Freeport-McMoRan),15，789,-4，154
2017年,176,全食超市公司(Whole Foods Market),15，724,507
2017年,177,纽约银行梅隆公司(Bank of New York Mellon Corp.),15，683,3，547
2017年,178,Gap公司(Gap),15，516,676
2017年,179,宏盟集团(Omnicom Group),15，416.9,1，148.6
2017年,180,Genuine Parts公司(Genuine Parts),15，339.7,687.2
2017年,181,DaVita公司(DaVita),15，196.5,879.9
2017年,182,高露洁－棕榄(Colgate-Palmolive),15，195,2，441
2017年,183,PPG 工业公司(PPG Industries),15，178,877
2017年,184,固特异轮胎（Goodyear Tire & Rubber）(Goodyear Tire & Rubber),15，158,1，264
2017年,185,Synchrony Financial公司(Synchrony Financial),15，122,2，251
2017年,186,DISH Network公司(DISH Network),15，094.6,1，449.9
2017年,187,Visa公司(Visa),15，082,5，991
2017年,188,Nordstrom公司(Nordstrom),14，757,354
2017年,189,国际资产控股公司(INTL FCStone),14，754.9,54.7
2017年,190,WestRock公司(WestRock),14，705.5,-396.3
2017年,191,XPO Logistics公司(XPO Logistics),14，619.4,69
2017年,192,爱玛客公司(Aramark),14，415.8,287.8
2017年,193,哥伦比亚广播公司(CBS),14，386,1，261
2017年,194,AES公司(AES),14，287,-1，130
2017年,195,WellCare Health Plans公司(WellCare Health Plans),14，237.1,242.1
2017年,196,第一能源公司(FirstEnergy),14，156,-6，177
2017年,197,Conagra Brands公司(Conagra Brands),14，133.5,-677
2017年,198,Synnex公司(Synnex),14，061.8,234.9
2017年,199,CDW公司(CDW),13，981.9,424.4
2017年,200,德事隆公司(Textron),13，788,962
2017年,201,废物管理公司(Waste Management),13，609,1，182
2017年,202,伊利诺斯工具(Illinois Tool Works),13，599,2，035
2017年,203,欧迪办公(Office Depot),13，585,529
2017年,204,孟山都公司(Monsanto),13，502,1，336
2017年,205,高知特资讯技术公司(Cognizant Technology Solutions),13，487,1，553
2017年,206,德州仪器公司(Texas Instruments),13，370,3，595
2017年,207,Lincoln National公司(Lincoln National),13，330,1，192
2017年,208,纽威品牌公司(Newell Brands),13，264,527.8
2017年,209,蓝多湖公司(Land O'Lakes),13，233.4,244.9
2017年,210,威达信集团(Marsh & McLennan),13，211,1，768
2017年,211,Ecolab公司(Ecolab),13，152.8,1，229.6
2017年,212,美国罗宾逊全球物流有限公司(C.H. Robinson Worldwide),13，144.4,513.4
2017年,213,Loews公司(Loews),13，105,654
2017年,214,世邦魏理仕(CBRE Group),13，071.6,572
2017年,215,金德尔－摩根(Kinder Morgan),13，058,708
2017年,216,凯洛格公司(Kellogg),13，014,694
2017年,217,Western Digital公司(Western Digital),12，994,242
2017年,218,Guardian Life Ins. Co. of America公司(Guardian Life Ins. Co. of America),12，919.4,263.9
2017年,219,Ross Stores公司(Ross Stores),12，866.8,1，117.7
2017年,220,有限品牌公司(L Brands),12，574,1，158.1
2017年,221,杰西潘尼公司(J.C. Penney),12，547,1
2017年,222,Farmers Insurance Exchange公司(Farmers Insurance Exchange),12，513.1,-147.9
2017年,223,雷诺兹烟草公司(Reynolds American),12，503,6，073
2017年,224,维亚康姆公司(Viacom),12，488,1，438
2017年,225,Becton Dickinson公司(Becton Dickinson),12，483,976
2017年,226,美光科技(Micron Technology),12，399,-276
2017年,227,信安金融(Principal Financial),12，394.1,1，316.5
2017年,228,Arconic公司(Arconic),12，394,-941
2017年,229,NRG Energy公司(NRG Energy),12，351,-774
2017年,230,VF公司(VF),12，206.8,1，074.1
2017年,231,戴文能源公司(Devon Energy),12，197,-3，302
2017年,232,霍顿公司(D.R. Horton),12，157.4,886.3
2017年,233,Bed Bath & Beyond公司(Bed Bath & Beyond),12，103.9,841.5
2017年,234,爱迪生联合电气公司(Consolidated Edison),12，075,1，245
2017年,235,爱迪生国际公司(Edison International),11，869,1，311
2017年,236,舍尔温－威廉姆斯公司(Sherwin-Williams),11，855.6,1，132.7
2017年,237,NGL Energy Partners公司(NGL Energy Partners),11，742.1,-198.9
2017年,238,Dominion Energy公司(Dominion Energy),11，737,2，123
2017年,239,Ameriprise Financial公司(Ameriprise Financial),11，735,1，314
2017年,240,Automatic Data Processing公司(Automatic Data Processing),11，667.8,1，492.5
2017年,241,希尔顿全球控股(Hilton Worldwide Holdings),11，663,348
2017年,242,第一资讯公司(First Data),11，584,420
2017年,243,Henry Schein公司(Henry Schein),11，571.7,506.8
2017年,244,玩具反斗城(Toys "R" Us),11，540,-36
2017年,245,BB&T Corp.公司(BB&T Corp.),11，538,2，426
2017年,246,美国再保险集团(Reinsurance Group of America),11，521.5,701.4
2017年,247,Core-Mark Holding公司(Core-Mark Holding),11，507.4,54.2
2017年,248,Biogen公司(Biogen),11，448.8,3，702.8
2017年,249,拉斯维加斯金沙公司(Las Vegas Sands),11，410,1，670
2017年,250,史丹利百德公司(Stanley Black & Decker),11，406.9,965.3
2017年,251,派克汉尼汾公司(Parker-Hannifin),11，360.8,806.8
2017年,252,史塞克(Stryker),11，325,1，647
2017年,253,雅诗兰黛(Estée Lauder),11，262.3,1，114.6
2017年,254,Celgene公司(Celgene),11，229.2,1，999.2
2017年,255,贝莱德(BlackRock),11，155,3，172
2017年,256,Xcel Energy公司(Xcel Energy),11，106.9,1，123.4
2017年,257,CSX科技公司(CSX),11，069,1，714
2017年,258,Unum Group集团(Unum Group),11，046.5,931.4
2017年,259,Jacobs Engineering Group公司(Jacobs Engineering Group),10，964.2,210.5
2017年,260,莱纳房屋公司(Lennar),10，950,911.8
2017年,261,Group 1 Automotive公司(Group 1 Automotive),10，887.6,147.1
2017年,262,Leucadia National公司(Leucadia National),10，875.3,130
2017年,263,Entergy公司(Entergy),10，845.6,-583.6
2017年,264,贝宝(PayPal Holdings),10，842,1，401
2017年,265,应用材料公司(Applied Materials),10，825,1，721
2017年,266,Voya Financial公司(Voya Financial),10，782.2,-428
2017年,267,万事达(MasterCard),10，776,4，059
2017年,268,Priceline集团(Priceline Group),10，743,2，135
2017年,269,Liberty Interactive(Liberty Interactive),10，647,1，235
2017年,270,AutoZone公司(AutoZone),10，635.7,1，241
2017年,271,道富集团公司(State Street Corp.),10，635,2，143
2017年,272,DTE Energy公司(DTE Energy),10，630,868
2017年,273,L3 Technologies公司(L3 Technologies),10，597,710
2017年,274,HollyFrontier(HollyFrontier),10，535.7,-260.5
2017年,275,Praxair公司(Praxair),10，534,1，500
2017年,276,环球健康服务公司(Universal Health Services),10，507.8,702.4
2017年,277,发现金融服务公司(Discover Financial Services),10，497,2，393
2017年,278,美国西方石油公司(Occidental Petroleum),10，398,-574
2017年,279,美国钢铁公司(United States Steel),10，261,-440
2017年,280,Sempra Energy公司(Sempra Energy),10，183,1，370
2017年,281,百特国际(Baxter International),10，163,4，965
2017年,282,固安捷公司(W.W. Grainger),10，137.2,605.9
2017年,283,Autoliv公司(Autoliv),10，073.6,567.1
2017年,284,诺福克南方公司(Norfolk Southern),9，888,1，668
2017年,285,贝克休斯公司(Baker Hughes),9，841,-2，738
2017年,286,联合汽车金融公司(Ally Financial),9，835,1，067
2017年,287,Sonic Automotive公司(Sonic Automotive),9，731.8,93.2
2017年,288,Owens & Minor公司(Owens & Minor),9，723.4,108.8
2017年,289,Huntsman公司(Huntsman),9，657,326
2017年,290,Laboratory Corp. of America公司(Laboratory Corp. of America),9，641.8,732.1
2017年,291,Murphy USA公司(Murphy USA),9，633.1,221.5
2017年,292,Advance Auto Parts公司(Advance Auto Parts),9，567.7,459.6
2017年,293,Fidelity National Financial公司(Fidelity National Financial),9，554,650
2017年,294,空气化工产品公司(Air Products & Chemicals),9，524.4,631.1
2017年,295,Hormel Foods公司(Hormel Foods),9，523.2,890.1
2017年,296,Hertz Global Holdings公司(Hertz Global Holdings),9，480,-491
2017年,297,米高梅集团(MGM Resorts International),9，455.1,1，101.4
2017年,298,康宁公司(Corning),9，390,3，695
2017年,299,Republic Services公司(Republic Services),9，387.7,612.6
2017年,300,美国铝业公司(Alcoa),9，318,-400
2017年,301,繁德公司(Fidelity National Information Services),9，241,568
2017年,302,太平洋人寿(Pacific Life),9，169,824
2017年,303,太阳信用银行(SunTrust Banks),9，161,1，878
2017年,304,LKQ公司(LKQ),9，082.3,464
2017年,305,BorgWarner公司(BorgWarner),9，071,118.5
2017年,306,Ball公司(Ball),9，061,263
2017年,306,CST Brands公司(CST Brands),9，061,324
2017年,306,公共服务企业集团(Public Service Enterprise Group),9，061,887
2017年,309,伊士曼化学公司(Eastman Chemical),9，008,854
2017年,310,eBay公司(eBay),8，979,7，266
2017年,311,Mohawk Industries公司(Mohawk Industries),8，959.1,930.4
2017年,312,Oneok燃气公司(Oneok),8，920.9,352
2017年,313,Frontier Communications公司(Frontier Communications),8，896,-373
2017年,314,Netflix公司(Netflix),8，830.7,186.7
2017年,315,美国家庭保险集团(American Family Insurance Group),8，828.8,325.6
2017年,316,Thrivent Financial for Lutherans公司(Thrivent Financial for Lutherans),8，777.1,587.8
2017年,317,Expedia公司(Expedia),8，773.6,281.8
2017年,318,Lithia Motors公司(Lithia Motors),8，678.2,197.1
2017年,319,Avis Budget Group公司(Avis Budget Group),8，659,163
2017年,320,Reliance Steel & Aluminum公司(Reliance Steel & Aluminum),8，613.4,304.3
2017年,321,GameStop公司(GameStop),8，607.9,353.2
2017年,322,天纳克公司(Tenneco),8，599,363
2017年,323,O'Reilly Automotive公司(O'Reilly Automotive),8，593.1,1，037.7
2017年,324,Peter Kiewit Sons'公司(Peter Kiewit Sons'),8，573,396
2017年,325,United Natural Foods公司(United Natural Foods),8，470.3,125.8
2017年,326,salesforce.com(salesforce.com),8，392,179.6
2017年,327,波士顿科学公司(Boston Scientific),8，386,347
2017年,328,纽蒙特矿业(Newmont Mining),8，379,-627
2017年,329,Genworth Financial公司(Genworth Financial),8，369,-277
2017年,330,Live Nation Entertainment公司(Live Nation Entertainment),8，354.9,2.9
2017年,331,Veritiv公司(Veritiv),8，326.6,21
2017年,332,新闻集团(News Corp.),8，319,179
2017年,333,Crown Holdings公司(Crown Holdings),8，284,496
2017年,334,Global Partners公司(Global Partners),8，239.6,-199.4
2017年,335,PVH集团(PVH),8，203.1,549
2017年,336,Level 3 Communications公司(Level 3 Communications),8，172,677
2017年,337,航星(Navistar International),8，111,-97
2017年,338,Univar公司(Univar),8，073.7,-68.4
2017年,339,金宝汤(Campbell Soup),7，961,563
2017年,340,Dick's Sporting Goods公司(Dick's Sporting Goods),7，922,287.4
2017年,341,惠好公司(Weyerhaeuser),7，902,1，027
2017年,342,Mutual of Omaha Insurance公司(Mutual of Omaha Insurance),7，898.5,356.6
2017年,343,切萨皮克能源公司(Chesapeake Energy),7，872,-4，401
2017年,344,阿纳达科石油公司(Anadarko Petroleum),7，869,-3，071
2017年,345,埃培智集团(Interpublic Group),7，846.6,608.5
2017年,346,J.M. Smucker公司(J.M. Smucker),7，811.2,688.7
2017年,347,Steel Dynamics公司(Steel Dynamics),7，777.1,382.1
2017年,348,Foot Locker公司(Foot Locker),7，766,664
2017年,349,Western Refining公司(Western Refining),7，743.2,124.9
2017年,350,SpartanNash公司(SpartanNash),7，734.6,56.8
2017年,351,Dean Foods公司(Dean Foods),7，710.2,119.9
2017年,352,Zimmer Biomet Holdings公司(Zimmer Biomet Holdings),7，683.9,305.9
2017年,353,PulteGroup公司(PulteGroup),7，668.5,602.7
2017年,354,W.R. Berkley公司(W.R. Berkley),7，654.2,601.9
2017年,355,Quanta Services公司(Quanta Services),7，651.3,198.4
2017年,356,EOG Resources公司(EOG Resources),7，650.6,-1，096.7
2017年,357,嘉信理财(Charles Schwab),7，644,1，889
2017年,358,Eversource Energy公司(Eversource Energy),7，639.1,942.3
2017年,359,Anixter国际公司(Anixter International),7，624.5,120.5
2017年,360,Emcor集团(Emcor Group),7，551.9,181.9
2017年,361,Assurant公司(Assurant),7，531.8,565.4
2017年,362,CenterPoint Energy公司(CenterPoint Energy),7，528,432
2017年,363,Harris公司(Harris),7，527,324
2017年,364,HD Supply Holdings公司(HD Supply Holdings),7，524,196
2017年,365,PPL公司(PPL),7，517,1，902
2017年,366,探索诊断公司(Quest Diagnostics),7，515,645
2017年,367,Williams公司(Williams),7，499,-424
2017年,368,WEC Energy Group公司(WEC Energy Group),7，472.3,939
2017年,369,好时(Hershey),7，440.2,720
2017年,370,AGCO公司(AGCO),7，410.5,160.1
2017年,371,拉尔夫·劳伦公司(Ralph Lauren),7，405,396
2017年,372,Masco公司(Masco),7，357,491
2017年,373,Wesco International公司(Wesco International),7，336,101.6
2017年,374,LifePoint Health公司(LifePoint Health),7，273.6,121.9
2017年,375,国民油井华高公司(National Oilwell Varco),7，251,-2，412
2017年,376,Kindred Healthcare公司(Kindred Healthcare),7，226.8,-664.2
2017年,377,美盛公司(Mosaic),7，162.8,297.8
2017年,378,Alliance Data Systems公司(Alliance Data Systems),7，138.1,515.8
2017年,379,Computer Sciences公司(Computer Sciences),7，106,251
2017年,380,Huntington Ingalls Industries公司(Huntington Ingalls Industries),7，068,573
2017年,381,Leidos Holdings公司(Leidos Holdings),7，043,244
2017年,382,Erie Insurance Group公司(Erie Insurance Group),7，016.2,741.9
2017年,383,特斯拉(Tesla),7，000.1,-674.9
2017年,384,Ascena Retail Group公司(Ascena Retail Group),6，995.4,-11.9
2017年,385,Darden Restaurants公司(Darden Restaurants),6，933.5,375
2017年,386,哈曼国际(Harman International Industries),6，911.7,361.7
2017年,387,英伟达(Nvidia),6，910,1，666
2017年,388,R.R. Donnelley & Sons公司(R.R. Donnelley & Sons),6，895.7,-495.9
2017年,389,五三银行(Fifth Third Bancorp),6，889,1，564
2017年,390,昆泰(Quintiles IMS Holdings),6，878,115
2017年,391,Jones Lang LaSalle公司(Jones Lang LaSalle),6，803.8,318.2
2017年,392,都福(Dover),6，794.3,508.9
2017年,393,Spirit AeroSystems Holdings公司(Spirit AeroSystems Holdings),6，792.9,469.7
2017年,394,赖德系统公司(Ryder System),6，787,262.5
2017年,395,A-Mark Precious Metals(A-Mark Precious Metals),6，784,9.3
2017年,396,Tractor Supply公司(Tractor Supply),6，779.6,437.1
2017年,397,希悦尔(Sealed Air),6，778.3,486.4
2017年,398,Auto-Owners Insurance公司(Auto-Owners Insurance),6，774.9,706.3
2017年,399,百胜中国控股有限公司(Yum China Holdings),6，752,502
2017年,400,Calpine公司(Calpine),6，716,92
2017年,401,欧文斯－依利诺伊(Owens-Illinois),6，702,209
2017年,402,Targa Resources公司(Targa Resources),6，690.9,-187.3
2017年,403,捷蓝航空(JetBlue Airways),6，632,759
2017年,403,Jones Financial公司(Jones Financial (Edward Jones)),6，632,746
2017年,405,富兰克林资源(Franklin Resources),6，618,1，726.7
2017年,406,动视暴雪(Activision Blizzard),6，608,966
2017年,407,J.B. Hunt Transport Services公司(J.B. Hunt Transport Services),6，555.5,432.1
2017年,408,Constellation Brands公司(Constellation Brands),6，548.4,1，054.9
2017年,409,NCR公司(NCR),6，543,270
2017年,410,Asbury Automotive Group公司(Asbury Automotive Group),6，527.8,167.2
2017年,411,American Financial Group公司(American Financial Group),6，498,649
2017年,412,探索传播(Discovery Communications),6，497,1，194
2017年,413,Berry Global Group公司(Berry Global Group),6，489,236
2017年,414,新美亚(Sanmina),6，481.2,187.8
2017年,415,CalAtlantic Group公司(CalAtlantic Group),6，476.7,484.7
2017年,416,澎泉思蓝宝集团(Dr Pepper Snapple Group),6，440,847
2017年,417,Dillard's公司(Dillard's),6，418,169.2
2017年,418,HRG Group公司(HRG Group),6，402.6,-198.8
2017年,419,CMS能源公司(CMS Energy),6，399,551
2017年,420,Graybar Electric公司(Graybar Electric),6，385,93.1
2017年,421,Builders FirstSource公司(Builders FirstSource),6，367.3,144.3
2017年,422,百胜餐饮集团(Yum Brands),6，366,1，619
2017年,423,Casey's General Stores公司(Casey's General Stores),6，304.1,226
2017年,424,Amphenol公司(Amphenol),6，286.4,822.9
2017年,425,Oshkosh公司(Oshkosh),6，279.2,216.4
2017年,426,iHeartMedia公司(iHeartMedia),6，273.6,-296.3
2017年,427,TreeHouse Foods公司(TreeHouse Foods),6，175.1,-228.6
2017年,428,Alleghany公司(Alleghany),6，131,456.9
2017年,429,华盛顿国际商贸公司(Expeditors International of Washington),6，098,430.8
2017年,430,艾利丹尼森公司(Avery Dennison),6，086.5,320.7
2017年,431,Ameren公司(Ameren),6，076,653
2017年,432,Hanesbrands公司(Hanesbrands),6，062.9,539.4
2017年,433,摩托罗拉系统(Motorola Solutions),6，038,560
2017年,434,St. Jude Medical公司(St. Jude Medical),6，004,734
2017年,435,哈雷戴维森公司(Harley-Davidson),5，996.5,692.2
2017年,436,地区金融公司(Regions Financial),5，967,1，163
2017年,437,Intercontinental Exchange(Intercontinental Exchange),5，958,1，422
2017年,438,阿拉斯加航空集团(Alaska Air Group),5，931,814
2017年,439,Old Republic International公司(Old Republic International),5，900.5,466.9
2017年,440,泛林集团(Lam Research),5，885.9,914
2017年,441,AK钢铁控股公司(AK Steel Holding),5，882.5,-7.8
2017年,442,罗克韦尔自动化(Rockwell Automation),5，879.5,729.7
2017年,443,Adobe Systems公司(Adobe Systems),5，854.4,1，168.8
2017年,444,雅芳产品公司(Avon Products),5，852.9,-107.6
2017年,445,特雷克斯公司(Terex),5，841.3,-176.1
2017年,446,NVR公司(NVR),5，834.6,425.3
2017年,447,德纳股份有限公司(Dana),5，826,640
2017年,448,Realogy Holdings公司(Realogy Holdings),5，810,213
2017年,449,American Tower公司(American Tower),5，785.7,956.4
2017年,450,Packaging Corp. of America公司(Packaging Corp. of America),5，779,449.6
